FIPSCode,FIPSCodeFix,STNAME,CTYNAME,POPSIZE,HDMORTPERPERSON,TOTHDMORT,POPDENSITY,HOUSINGUNITS,HOUSINGUNITDENSITY,AVGINCOMEPERPERSON,PCTDIABETES,PCTMALE,PCTFEMALE,PCTWHITE,PCTAFRAM,PCTASIANAM,PCTNATIVEAM,LOWEDUCATION,MEDEDUCATION,HIGHEDUCATION,TOTUNEMPLOYED,PCTUNEMPLOYED,PCTPOPUNDER30,PCTPOP30TO65,PCTPOPOVER65,PCTOBESE
01001,1001,Alabama,Autauga County,54792,0.004452,243.933984,91.8,22135,37.2,33976,13,48.618,51.382,78.451,18.234,1.020,0.498,12.8,33.5,53.6,1604,2.927434662,40.18287341,46.20200029,13.6151263,34.1
01003,1003,Alabama,Baldwin County,195147,0.003761,733.947867,114.6,104061,65.5,32514,10.4,48.799,51.201,87.379,9.402,0.883,0.750,10.5,28.8,60.8,5647,2.893716019,35.70385402,46.13137788,18.1647681,27.4
01005,1005,Alabama,Barbour County,26938,0.004767,128.413446,31,11829,13.4,32882,18.4,53.404,46.596,49.996,47.955,0.471,0.542,26.7,34.5,38.8,930,3.452372114,37.24849655,46.80748385,15.9440196,44.4
01007,1007,Alabama,Bibb County,22501,0.004589,103.257089,36.8,8981,14.4,35986,14.8,53.784,46.216,76.734,21.701,0.151,0.391,19.3,42.1,38.5,688,3.057641883,37.12279454,48.5978401,14.27936536,40.3
01009,1009,Alabama,Blount County,57746,0.003858,222.784068,88.9,23887,37,30957,14.1,49.373,50.627,96.138,1.654,0.272,0.608,21.5,33.4,45.1,1560,2.701485817,37.71862986,45.82828248,16.45308766,34.6
01011,1011,Alabama,Bullock County,10576,0.004235,44.78936,17.5,4493,7.2,31654,19.6,54.482,45.518,26.513,70.641,0.293,0.794,35.1,33.3,31.6,447,4.226550681,38.11459909,47.22012103,14.66527988,43
01013,1013,Alabama,Butler County,20330,0.004748,96.52684,27,9964,12.8,31289,17.7,46.670,53.330,54.107,43.704,1.013,0.339,22.2,37.7,40.1,940,4.623708805,37.81111658,44.51549434,17.67338908,36.3
01015,1015,Alabama,Calhoun County,116475,0.005576,649.4646,195.7,53289,88,36360,14.9,48.240,51.760,76.118,20.787,0.834,0.493,19.1,31.8,49.1,4239,3.639407598,38.94913071,45.50676111,15.54410818,32.2
01017,1017,Alabama,Chambers County,34123,0.004354,148.571542,57.4,17004,28.5,32334,16.4,47.988,52.012,58.635,39.126,0.815,0.252,21.1,38.4,40.6,1216,3.563578818,35.91712335,46.24446854,17.83840811,39.7
01019,1019,Alabama,Cherokee County,26074,0.004536,118.271664,46.9,16267,29.4,30955,13.3,49.712,50.288,93.446,4.318,0.234,0.525,20.5,36.4,43.1,753,2.887934341,32.81429777,47.02001994,20.16568229,33.6
01021,1021,Alabama,Chilton County,43769,0.005411,236.834059,63,19278,27.8,31929,13.3,49.311,50.689,87.583,10.169,0.457,0.489,21.6,39.2,39.2,1267,2.894742855,38.83113619,46.22221207,14.94665174,35.9
01023,1023,Alabama,Choctaw County,13384,0.005409,72.394056,15.2,7269,8,46856,18.1,47.841,52.159,56.426,42.618,0.194,0.202,23.6,36.8,39.6,433,3.235206216,33.35325762,46.27166766,20.37507472,40.8
01025,1025,Alabama,Clarke County,25105,0.004448,111.66704,20.9,12638,10.2,36983,16.3,47.262,52.738,54.161,44.230,0.386,0.406,19.5,43.9,36.6,1139,4.536944832,36.84126668,45.59649472,17.5622386,38.2
01027,1027,Alabama,Clay County,13464,0.005031,67.737384,23.1,6776,11.2,30362,14.6,48.856,51.144,83.066,14.364,0.208,0.587,24.9,36.3,38.8,450,3.342245989,34.67023173,46.27896613,19.05080214,37.3
01029,1029,Alabama,Cleburne County,15031,0.004916,73.892396,26.7,6718,12,37086,12.6,49.498,50.502,94.917,3.353,0.153,0.373,24.9,38.3,36.9,446,2.967201118,36.49125141,45.5591777,17.94957089,30
01031,1031,Alabama,Coffee County,50729,0.004453,225.896237,73.6,22330,32.9,31096,15.9,49.554,50.446,76.838,17.489,1.492,1.323,15.4,29.5,55.2,1409,2.777503992,38.73721146,45.67407203,15.58871651,33.7
01033,1033,Alabama,Colbert County,54456,0.005337,290.631672,91.8,25758,43.5,39690,18.7,48.112,51.888,80.834,16.343,0.503,0.606,16.1,34.5,49.3,1957,3.593727046,35.90054356,45.98942265,18.11003379,37.5
01035,1035,Alabama,Conecuh County,12866,0.004858,62.503028,15.6,7093,8.3,32250,17.4,48.096,51.904,52.161,45.951,0.171,0.412,21.9,44.5,33.6,503,3.909528991,35.69874087,44.56707601,19.73418312,36.4
01037,1037,Alabama,Coosa County,11058,0.004022,44.475276,17.7,6478,10,34481,17.3,50.660,49.340,65.645,32.194,0.154,0.624,25.9,37.6,36.5,407,3.680593236,31.56990414,50.49737746,17.93271839,39.7
01039,1039,Alabama,Covington County,37890,0.004567,173.04363,36.6,18829,18.3,32779,14.7,48.308,51.692,84.941,12.510,0.465,0.615,20.2,33.6,46.2,1295,3.417788335,35.56347321,44.89311164,19.54341515,34
01041,1041,Alabama,Crenshaw County,13874,0.004264,59.158736,22.8,6735,11.1,33472,16.5,48.760,51.240,72.250,23.901,1.550,0.526,22,38,40,482,3.474124261,36.78823699,45.61770218,17.59406083,39.7
01043,1043,Alabama,Cullman County,80731,0.004436,358.122716,109.4,37054,50.4,34919,14.4,49.551,50.449,96.507,1.197,0.505,0.570,18.2,34.7,47.2,2377,2.944346038,37.13071806,45.6330282,17.23625373,33.4
01045,1045,Alabama,Dale County,49753,0.004345,216.176785,89.6,22677,40.4,49619,14.1,49.569,50.431,75.525,19.543,1.220,0.762,14.6,32.2,53.2,1529,3.073181517,40.28299801,44.82543766,14.89156433,36.5
01047,1047,Alabama,Dallas County,41950,0.006014,252.2873,44.8,20208,20.6,34026,19,46.381,53.619,28.718,69.883,0.398,0.222,21.9,34.6,43.4,1990,4.743742551,40.78188319,43.93087008,15.28724672,40.8
01049,1049,Alabama,DeKalb County,70882,0.005342,378.651644,91.5,31109,40,31754,13.4,49.375,50.625,92.825,1.809,0.392,2.074,27.6,35.2,37.2,2208,3.115036257,39.11007026,45.71964674,15.17028301,30.4
01051,1051,Alabama,Elmore County,80661,0.004511,363.861771,128.2,32657,52.8,33146,13.4,48.473,51.527,76.333,20.851,0.713,0.431,13.4,35.4,51.2,2270,2.814247282,39.17382626,47.3487807,13.47739304,35.4
01053,1053,Alabama,Escambia County,37877,0.004865,184.271605,40.5,16486,17.4,35767,17.8,51.435,48.565,62.431,32.112,0.248,3.496,20.1,42.1,37.7,1226,3.236792777,37.17559469,46.58235869,16.24204662,37.7
01055,1055,Alabama,Etowah County,103790,0.005344,554.65376,195.2,47454,88.7,33681,16.8,48.456,51.544,81.491,15.421,0.771,0.546,17.5,31.9,50.5,3322,3.200693708,36.73475287,46.41583968,16.84940746,35.1
01057,1057,Alabama,Fayette County,16858,0.004298,72.455684,27.5,8437,13.4,30129,15.1,49.662,50.338,86.885,11.354,0.261,0.421,22.4,38.8,38.7,531,3.149839839,35.19397319,45.77648594,19.02954087,33.7
01059,1059,Alabama,Franklin County,31505,0.005498,173.21449,50,14022,22.1,31398,13.9,49.817,50.183,92.131,4.418,0.311,1.466,25.4,37.5,37.1,1099,3.488335185,39.56832249,44.54213617,15.88954134,33.2
01061,1061,Alabama,Geneva County,26754,0.00456,121.99824,46.6,12687,22.1,29179,13.9,49.024,50.976,87.269,9.655,0.333,0.953,21,37.1,41.9,767,2.86686103,35.69185916,45.76138148,18.54675936,34.1
01063,1063,Alabama,Greene County,8702,0.004774,41.543348,14,5007,7.7,30554,21,47.713,52.287,17.973,80.855,0.310,0.230,24.1,38.9,36.9,383,4.40128706,38.03723282,44.71385888,17.2489083,46.3
01065,1065,Alabama,Hale County,15293,0.004675,71.494775,24.5,7655,11.9,33628,16,47.133,52.867,40.757,58.216,0.288,0.170,19.3,42.9,37.8,721,4.714575296,38.403191,44.63480024,16.96200876,40.4
01067,1067,Alabama,Henry County,17188,0.004461,76.675668,30.8,8891,15.8,36059,18.7,48.418,51.582,70.375,27.606,0.477,0.355,21.2,35.5,43.3,533,3.101000698,33.70956481,46.23574587,20.05468932,35.8
01069,1069,Alabama,Houston County,103614,0.003666,379.848924,175.1,45319,78.2,37148,13.7,47.994,52.006,70.396,26.410,0.848,0.492,15.3,33.1,51.6,3159,3.048815797,38.66465922,45.73320208,15.60213871,32.8
01071,1071,Alabama,Jackson County,52939,0.005025,266.018475,49.4,24786,23,33089,14.9,49.196,50.804,91.953,3.315,0.499,1.524,23.1,39.8,37,1863,3.519144676,35.06110807,46.89170555,18.04718638,32
01073,1073,Alabama,Jefferson County,658578,0.003891,2562.526998,592.5,300552,270.5,49598,13,47.337,52.663,54.046,42.944,1.534,0.326,11.6,26.5,62,20955,3.181855452,39.8013599,46.2845707,13.9140694,33.2
01075,1075,Alabama,Lamar County,14192,0.004562,64.743904,24.1,7354,12.2,34700,14.9,48.682,51.318,87.303,10.950,0.063,0.247,22.6,37.1,40.3,407,2.867812852,34.39261556,45.67361894,19.9337655,33.6
01077,1077,Alabama,Lauderdale County,92713,0.003666,339.885858,138.8,43791,65.6,31677,14.2,47.789,52.211,87.192,10.112,0.833,0.436,15.7,34.1,50.2,3063,3.303743812,38.03889422,44.07256803,17.88853775,32.9
01079,1079,Alabama,Lawrence County,33570,0.005626,188.86482,49.7,15229,22,42149,15.6,48.770,51.230,78.403,11.299,0.182,5.770,21.1,40.6,38.2,1188,3.538873995,36.00536193,47.65266607,16.341972,35.5
01081,1081,Alabama,Lee County,151411,0.003781,572.484991,230.8,62391,102.7,34214,9.5,49.492,50.508,71.508,23.286,3.226,0.354,11.4,25.5,63.1,4139,2.73361909,49.79558949,40.30420511,9.900205401,29
01083,1083,Alabama,Limestone County,88904,0.00459,408.06936,147.8,34977,62.5,41623,12.6,50.402,49.598,82.387,13.266,1.358,0.811,16.9,32.1,51,2463,2.770404031,37.85094034,48.69184739,13.45721227,32.9
01085,1085,Alabama,Lowndes County,10685,0.003983,42.558355,15.8,5140,7.2,42685,23.5,47.571,52.429,24.895,73.842,0.253,0.262,25.9,35.3,38.8,565,5.287786617,39.10154422,44.26766495,16.63079083,45.1
01087,1087,Alabama,Macon County,20016,0.005105,102.18168,35.2,10259,16.8,39094,18.4,46.033,53.967,15.727,82.484,0.350,0.180,18.6,30.9,50.5,810,4.04676259,42.76079137,41.03217426,16.20703437,44.7
01089,1089,Alabama,Madison County,346704,0.003873,1342.784592,417.7,146447,182.7,53748,11.5,48.894,51.106,69.614,24.502,2.532,0.820,9.3,21.3,69.4,10800,3.115049149,39.70851216,47.00666851,13.28481933,32.3
01091,1091,Alabama,Marengo County,20208,0.005362,108.355296,21.5,10237,10.5,36510,20.2,46.967,53.033,47.447,51.054,0.317,0.208,15.4,42,42.7,678,3.355106888,37.58907363,44.16072842,18.25019794,40.3
01093,1093,Alabama,Marion County,30283,0.005575,168.827725,41.5,14737,19.9,31356,18.7,49.757,50.243,94.238,3.930,0.281,0.360,21.9,34.5,43.6,987,3.259254367,34.03229535,46.12488855,19.8428161,35.5
01095,1095,Alabama,Marshall County,94318,0.005137,484.511566,164.4,40342,71.3,32385,12.8,49.210,50.790,94.159,2.238,0.670,1.071,22.5,31.9,45.6,2770,2.936873131,39.4463411,44.60230285,15.95135605,33.2
01097,1097,Alabama,Mobile County,413884,0.004448,1840.956032,335.9,178196,144.9,42742,15.6,47.918,52.082,60.234,35.377,1.906,0.965,14.7,32.8,52.5,15934,3.849870978,40.95447033,44.90581902,14.13971064,37.1
01099,1099,Alabama,Monroe County,22154,0.004466,98.939764,22.5,11333,11,37767,17.8,47.847,52.153,55.444,41.379,0.348,1.246,19.2,44.7,36.1,922,4.161776654,37.30251873,45.37780988,17.31967139,35.3
01101,1101,Alabama,Montgomery County,227841,0.003699,842.783859,292.5,101641,129.6,42112,13.5,47.302,52.698,39.048,56.756,2.475,0.323,14.6,26,59.3,7738,3.396228071,41.93406806,45.20433109,12.86160085,34.8
01103,1103,Alabama,Morgan County,119652,0.004574,547.288248,206.3,51193,88.4,40059,12.6,49.219,50.781,83.865,12.368,0.686,1.046,17.2,31,51.8,3904,3.26279544,37.67676261,46.83331662,15.48992077,31.6
01105,1105,Alabama,Perry County,9995,0.005476,54.73262,14.7,4737,6.6,29862,21.7,47.044,52.956,30.465,68.214,0.430,0.210,25.4,38.6,35.9,482,4.822411206,42.91145573,39.90995498,17.17858929,43
01107,1107,Alabama,Pickens County,19370,0.004174,80.85038,22.4,9483,10.8,32169,16.4,48.152,51.848,57.176,40.991,0.330,0.196,21.3,42.2,36.5,692,3.572534848,36.210635,45.65823438,18.13113061,36.4
01109,1109,Alabama,Pike County,33592,0.004403,147.905576,48.9,15267,22.7,35479,13.5,47.845,52.155,58.347,37.298,1.980,0.640,20.3,33.9,45.9,1137,3.384734461,48.88961658,37.42855442,13.68182901,38.4
01111,1111,Alabama,Randolph County,22629,0.004867,110.135343,39.5,11982,20.6,30165,14.9,48.548,51.452,77.957,19.842,0.367,0.446,24.3,35.6,40.2,713,3.150824164,36.05108489,45.07490388,18.87401122,30.9
01113,1113,Alabama,Russell County,59240,0.003517,208.34708,82.6,24595,38.4,34016,12.9,49.094,50.906,53.764,42.345,0.812,0.530,17.7,31.4,50.9,1808,3.051991897,42.66036462,45.04895341,12.29068197,36.4
01115,1115,Alabama,St. Clair County,86225,0.004424,381.4594,132.3,35541,56.2,33608,12.8,49.924,50.076,88.393,9.094,0.776,0.369,16.8,35.5,47.6,2378,2.757900841,37.37315164,47.91069875,14.71614961,33
01117,1117,Alabama,Shelby County,203825,0.003067,625.131275,248.5,80970,103.2,46242,8.7,48.645,51.355,84.677,11.566,2.078,0.376,8.6,21.4,70,4945,2.426100822,38.83233166,48.75898442,12.40868392,30.1
01119,1119,Alabama,Sumter County,13409,0.004912,65.865008,15.2,6786,7.5,33540,20.1,45.276,54.724,25.199,73.212,0.932,0.104,21.7,40.5,37.8,493,3.676635096,43.567753,40.65925871,15.77298829,40.3
01121,1121,Alabama,Talladega County,81277,0.00477,387.69129,111.7,37088,50.3,42375,15.3,48.644,51.356,65.433,32.240,0.507,0.373,20.7,36.3,43,3067,3.773515263,37.01293109,47.35411002,15.63295889,39
01123,1123,Alabama,Tallapoosa County,41139,0.00443,182.24577,58.1,22111,30.9,31862,13.7,48.633,51.367,70.814,27.089,0.535,0.362,20.2,34.4,45.4,1488,3.617005761,35.06891271,45.87374511,19.05734218,36.9
01125,1125,Alabama,Tuscaloosa County,200681,0.003966,795.900846,147.3,84872,64.2,42217,12.3,48.305,51.695,66.326,30.757,1.442,0.347,13,30.5,56.5,6068,3.023704287,47.39761113,41.18028114,11.42210772,34.3
01127,1127,Alabama,Walker County,65934,0.006071,400.285314,84.7,30816,38.9,33946,16.7,48.744,51.256,91.642,6.032,0.410,0.473,21.7,36.5,41.8,2225,3.374586708,36.14826948,46.15221282,17.6995177,33.2
01129,1129,Alabama,Washington County,16881,0.005439,91.815759,16.3,8407,7.8,54286,17.8,48.943,51.057,66.051,24.436,0.498,7.754,19.5,46.1,34.4,728,4.312540726,37.22528286,46.32426989,16.45044725,40.2
01131,1131,Alabama,Wilcox County,11194,0.007415,83.00351,13.1,5649,6.4,39905,19.3,47.579,52.421,27.827,71.297,0.098,0.161,22.6,41.3,36,535,4.779346078,39.22637127,43.61264963,17.1609791,44.9
01133,1133,Alabama,Winston County,24150,0.004197,101.35755,39.9,13469,22,30440,13.2,49.288,50.712,96.729,0.675,0.273,0.778,25.6,33.7,40.7,906,3.751552795,33.73084886,46.70393375,19.56521739,30.2
04001,4001,Arizona,Apache County,72021,0.002531,182.285151,6.4,32514,2.9,39291,14.4,49.526,50.474,23.025,0.423,0.408,74.530,23.2,33.4,43.4,4024,5.587259272,46.14765138,40.93667125,12.91567737,35.2
04003,4003,Arizona,Cochise County,129554,0.003238,419.495852,21.3,59041,9.6,41544,10.3,51.013,48.987,88.226,4.511,2.123,1.668,13.4,23.4,63.3,4730,3.650987233,38.48511046,42.49039011,19.02449944,26
04005,4005,Arizona,Coconino County,136641,0.002493,340.646013,7.2,63321,3.4,38567,7.6,49.428,50.572,66.290,1.400,1.677,27.795,11.6,21.3,67.1,5766,4.219816892,49.07750968,40.66861337,10.25387695,23.2
04007,4007,Arizona,Gila County,53039,0.002805,148.774395,11.3,32698,6.9,38031,11.2,49.571,50.429,80.296,0.715,0.715,16.588,16,30,54,2015,3.799091235,32.42142574,41.78057656,25.7979977,27.5
04009,4009,Arizona,Graham County,37401,0.003065,114.634065,8.1,12980,2.8,37614,10.3,53.402,46.598,81.460,1.896,0.634,14.128,15.2,32.9,51.9,1105,2.954466458,46.99072217,40.77698457,12.23229325,32.5
04011,4011,Arizona,Greenlee County,8905,0.003017,26.866385,4.6,4372,2.4,62577,10.7,52.229,47.771,91.802,1.684,0.719,3.414,14.3,37.5,48.2,270,3.032004492,43.81807973,44.21111735,11.97080292,34.7
04012,4012,Arizona,La Paz County,20379,0.003586,73.079094,4.6,16049,3.6,31900,14.8,51.111,48.889,77.604,0.972,0.805,17.626,24.1,36.6,39.3,658,3.228813975,28.09264439,36.5179842,35.38937141,32
04013,4013,Arizona,Maricopa County,4011219,0.002577,10336.91136,414.9,1639279,178.2,48304,9,49.457,50.543,84.704,5.654,3.974,2.712,13.2,23,63.7,125674,3.133062543,42.17977129,44.40335968,13.41686904,25.4
04015,4015,Arizona,Mohave County,202622,0.004518,915.446196,15,110911,8.3,34699,12.8,50.370,49.630,92.447,1.202,1.109,2.867,16,35.7,48.3,7965,3.930965048,30.93444937,43.14487074,25.92067989,29.6
04017,4017,Arizona,Navajo County,107443,0.002814,302.344602,10.8,56938,5.7,35757,13.1,50.088,49.912,50.972,0.997,0.599,45.415,18.5,29.5,51.9,5653,5.261394414,43.74691697,41.18276668,15.07031635,30.9
04019,4019,Arizona,Pima County,996634,0.002788,2778.615592,106.7,440909,48,42309,8.8,49.193,50.807,85.771,4.016,3.007,4.234,12.4,22.8,64.8,30934,3.103847551,40.23603449,42.59728245,17.16668306,24.2
04021,4021,Arizona,Pinal County,384978,0.002551,982.078878,70,159222,29.7,38433,12.3,52.278,47.722,83.331,4.780,1.862,6.841,15,30.1,54.9,11974,3.110307602,39.12898919,43.56742463,17.30358618,31.6
04023,4023,Arizona,Santa Cruz County,46903,0.002404,112.754812,38.3,18010,14.6,42668,8,47.724,52.276,96.525,0.725,0.699,1.228,26.8,25.3,47.9,3094,6.596592968,43.60701874,41.12530115,15.26768011,23
04025,4025,Arizona,Yavapai County,215027,0.002773,596.269871,26,110432,13.6,35270,10.5,48.879,51.121,93.946,0.783,0.959,2.096,10.3,25.6,64,7100,3.301910923,29.03867886,43.5684821,27.39283904,25.3
04027,4027,Arizona,Yuma County,201851,0.002504,505.434904,35.5,87850,15.9,33847,12.6,50.971,49.029,91.537,2.611,1.489,2.175,28.9,25,46.1,24213,11.99548182,45.39487047,37.77687502,16.8282545,30.5
05001,5001,Arkansas,Arkansas County,18777,0.004601,86.392977,19.2,9436,9.5,36954,12.9,48.458,51.542,72.797,24.668,0.804,0.325,17.9,42.5,39.6,707,3.765244714,36.74175853,46.2853491,16.97289237,33.8
05003,5003,Arkansas,Ashley County,21234,0.004602,97.718868,23.6,10137,11,38476,14.5,48.498,51.502,71.899,25.874,0.250,0.702,15.1,41.4,43.5,972,4.577564284,36.97372139,45.27644344,17.74983517,42.1
05005,5005,Arkansas,Baxter County,40962,0.003753,153.730386,74.9,22580,40.7,32329,16,48.316,51.684,97.110,0.295,0.513,0.684,12.6,35.6,51.9,1296,3.163908012,28.31892974,42.08290611,29.59816415,32.3
05007,5007,Arkansas,Benton County,238778,0.003104,741.166912,261.2,93084,109.9,52788,9.6,49.435,50.565,90.105,1.737,3.544,1.938,13.2,30.8,56,6307,2.64136562,42.30121703,44.99200094,12.70678203,30.1
05009,5009,Arkansas,Boone County,37412,0.00434,162.36808,62.5,16827,28.5,34296,12.4,49.385,50.615,96.541,0.342,0.545,0.780,14.2,35.9,49.9,1128,3.015075377,36.25574682,44.49107238,19.2531808,33.9
05011,5011,Arkansas,Bradley County,11133,0.005303,59.038299,17.7,5860,9,29682,13.1,48.486,51.514,68.903,27.692,0.350,1.590,20.5,42.1,37.5,406,3.646815773,36.87236145,44.84864816,18.27899039,39
05013,5013,Arkansas,Calhoun County,5214,0.004594,23.953116,8.5,2897,4.6,46660,13.7,50.959,49.041,76.390,21.385,0.288,0.556,19.3,49.3,31.4,199,3.816647488,33.23743767,47.25738397,19.50517837,34.2
05015,5015,Arkansas,Carroll County,27745,0.003387,93.972315,43.6,13559,21.5,26589,13,49.104,50.896,94.803,0.613,0.753,1.294,16.8,35,48.2,738,2.659938728,34.74860335,44.93422238,20.31717427,35.8
05017,5017,Arkansas,Chicot County,11344,0.005231,59.340464,18.3,5421,8.4,29063,15.2,49.233,50.767,43.309,54.760,0.555,0.423,21.1,44.6,34.4,447,3.940409027,36.86530324,44.39351199,18.74118477,43.1
05019,5019,Arkansas,Clark County,22650,0.004327,98.00655,26.6,10385,12,31252,11.6,47.607,52.393,73.015,24.269,0.640,0.583,13.2,33.6,53.3,895,3.951434879,46.74613687,37.58940397,15.66445916,34.3
05021,5021,Arkansas,Clay County,15312,0.004965,76.02408,25.2,8031,12.6,28376,11.1,49.210,50.790,97.734,0.529,0.176,0.359,21.4,43.8,34.9,637,4.160135841,33.81008359,45.04963427,21.14028213,33.7
05023,5023,Arkansas,Cleburne County,25710,0.00373,95.8983,46.9,15826,28.6,29921,13.5,49.339,50.661,97.137,0.408,0.323,0.758,15,39.2,45.8,858,3.33722287,31.05406457,44.1462466,24.79968884,31.8
05025,5025,Arkansas,Cleveland County,8539,0.005671,48.424669,14.5,4064,6.8,28041,13,48.823,51.177,86.696,11.781,0.187,0.363,13.8,44.8,41.5,273,3.197095679,36.60850217,44.89987118,18.49162665,35.7
05027,5027,Arkansas,Columbia County,24294,0.004413,107.209422,32.1,11596,15.1,36105,12.9,47.860,52.140,61.032,36.495,0.836,0.465,15.8,38.2,45.9,851,3.502922532,43.57042891,40.18687742,16.24269367,36.4
05029,5029,Arkansas,Conway County,21145,0.004163,88.026635,38.5,9720,17.6,35014,13.7,49.198,50.802,85.216,11.450,0.459,0.790,15.7,42.1,42.2,801,3.788129581,37.07259399,44.84748167,18.07992433,39.7
05031,5031,Arkansas,Craighead County,101654,0.004451,452.461954,136.4,40515,57.3,35071,13.1,48.706,51.294,82.784,13.977,1.117,0.510,12.5,32.8,54.7,3240,3.18728235,44.74196785,42.50300037,12.75503177,36.4
05033,5033,Arkansas,Crawford County,61696,0.004088,252.213248,104.4,26115,44,32898,11.4,49.250,50.750,91.883,1.373,1.556,2.480,14.5,38.7,46.8,2073,3.36002334,39.62655602,45.56697355,14.80647044,35.1
05035,5035,Arkansas,Crittenden County,49730,0.004329,215.28117,83.5,21489,35.2,32251,15.8,47.490,52.510,46.002,51.949,0.613,0.306,18.9,36.3,44.7,1812,3.64367585,44.01769556,44.20269455,11.77960989,38.8
05037,5037,Arkansas,Cross County,17492,0.004193,73.343956,29,7853,12.7,30865,13.6,48.319,51.681,75.097,22.759,0.549,0.309,19.9,45.8,34.3,623,3.561628173,38.30894123,44.74616968,16.94488909,37.9
05039,5039,Arkansas,Dallas County,7922,0.004753,37.653266,12.2,4305,6.5,28300,14.4,48.978,51.022,56.147,41.820,0.227,0.492,16.9,50.5,32.6,319,4.026760919,36.026256,44.26912396,19.70462005,36.2
05041,5041,Arkansas,Desha County,12467,0.006461,80.549287,16.9,6261,8.2,31882,15.1,46.475,53.525,49.715,48.520,0.361,0.321,22.5,40.4,37,545,4.371540868,39.96951953,43.53092163,16.49955884,39.6
05043,5043,Arkansas,Drew County,18682,0.004489,83.863498,22.3,8408,10.2,30412,13.6,48.539,51.461,70.046,27.973,0.583,0.369,17.4,35.5,47.1,802,4.292902259,42.78985119,41.3927845,15.81736431,34.3
05045,5045,Arkansas,Faulkner County,119299,0.003438,410.149962,174.8,46612,71.9,38289,11.2,48.947,51.053,85.069,11.065,1.210,0.677,9.1,30.6,60.2,3852,3.228861935,47.46980276,41.59129582,10.93890142,33.2
05047,5047,Arkansas,Franklin County,17934,0.004213,75.555942,29.8,8021,13.2,33615,13.8,49.571,50.429,95.249,0.887,0.942,1.260,17.9,40.4,41.7,511,2.849336456,37.93911007,44.31805509,17.74283484,37.1
05049,5049,Arkansas,Fulton County,12243,0.003919,47.980317,19.8,6778,11,26380,15.6,49.277,50.723,96.994,0.425,0.253,0.686,14.5,43,42.5,340,2.777097117,31.45470881,43.89447031,24.65082088,32.9
05051,5051,Arkansas,Garland County,96986,0.004112,398.806432,141.7,50548,74.6,32374,14.5,48.294,51.706,87.791,8.388,0.795,0.667,11.9,32.2,56,3100,3.196337616,34.23277586,44.49301961,21.27420452,32.3
05053,5053,Arkansas,Grant County,18035,0.003276,59.08266,28.3,7758,12.3,33151,11.1,49.720,50.280,95.220,2.467,0.338,0.510,11.1,43.1,45.8,541,2.999722761,37.58802329,46.62600499,15.78597172,38.3
05055,5055,Arkansas,Greene County,43078,0.00467,201.17426,72.9,17892,31,33921,12.9,49.201,50.799,97.191,0.680,0.316,0.506,16.1,43.1,40.9,1535,3.563303775,39.63972329,45.55457542,14.80570129,31.2
05057,5057,Arkansas,Hempstead County,22392,0.005144,115.184448,31.1,10419,14.3,32183,13.5,48.147,51.853,67.069,29.921,0.469,0.594,21.9,38,40.1,733,3.273490532,40.03662022,44.07377635,15.88960343,40.3
05059,5059,Arkansas,Hot Spring County,33495,0.004057,135.889215,53.5,14332,23.3,31894,12.2,52.082,47.918,86.117,11.279,0.349,0.537,15.2,42.1,42.6,1030,3.075085834,36.74578295,46.46365129,16.79056576,34.7
05061,5061,Arkansas,Howard County,13527,0.005112,69.150024,23.4,6238,10.6,28365,13.4,48.533,51.467,75.885,20.929,0.606,1.050,22,33.5,44.5,400,2.957048865,39.77230724,43.87521254,16.35248022,35.7
05063,5063,Arkansas,Independence County,36873,0.005175,190.817775,48,16187,21.2,33351,13.1,48.800,51.200,94.752,2.124,0.778,0.686,17.1,38.9,44.1,1427,3.870040409,38.44818702,44.89192634,16.65988664,37.2
05065,5065,Arkansas,Izard County,13386,0.004166,55.766076,23.6,7232,12.5,29372,15.5,51.360,48.640,95.831,1.434,0.374,0.964,17.9,40,42.1,433,3.234722845,30.06125803,45.09935754,24.83938443,33.9
05067,5067,Arkansas,Jackson County,17690,0.005085,89.95365,28.4,7601,12,33878,12.9,49.452,50.548,79.977,17.253,0.458,0.616,23,45.3,31.6,685,3.872244206,35.83380441,47.7897117,16.37648389,37.2
05069,5069,Arkansas,Jefferson County,73150,0.005387,394.05905,88.9,33006,37.9,37511,15.4,49.087,50.913,41.505,55.982,0.849,0.332,15.2,38.7,46.1,3205,4.381408066,40.40601504,44.90225564,14.69172932,40.7
05071,5071,Arkansas,Johnson County,25896,0.004356,112.802976,38.7,11311,17.1,28915,12.5,49.714,50.286,93.528,2.062,1.402,1.143,20.7,41.1,38.2,810,3.1278962,41.02950263,43.6785604,15.29193698,36.4
05073,5073,Arkansas,Lafayette County,7245,0.004527,32.798115,14.5,4353,8.2,30859,15.3,48.378,51.622,60.704,37.585,0.497,0.386,21.6,43.3,35.1,264,3.64389234,34.57556936,44.49965493,20.92477571,36.3
05075,5075,Arkansas,Lawrence County,17067,0.004649,79.344483,29.6,8000,13.6,28446,13.2,49.130,50.870,97.352,0.879,0.170,0.434,17.9,42.7,39.4,635,3.720630456,37.3938009,43.43469854,19.17150056,31.8
